수준	날짜 및 시간	원본	이벤트 ID	작업 범주
정보	2018-02-11 오후 5:38:49	Microsoft-Windows-Kernel-Power	42	(64)	"시스템이 절전 모드로 전환하는 중입니다.

절전 모드 전환 이유: Hibernate from Sleep - Fixed Timeout"
정보	2018-02-11 오후 5:38:33	Microsoft-Windows-Power-Troubleshooter	1	없음	"시스템이 저전원 상태에서 복귀되었습니다.

절전 모드 시간: ‎2018‎-‎02‎-‎11T08:38:32.841061300Z
절전 모드 해제 시간: ‎2018‎-‎02‎-‎11T08:38:32.841061300Z

절전 모드 해제 원본: S4 최대 절전 모드로 전환"
경고	2018-02-11 오후 5:38:32	BTHUSB	34	없음	로컬 어댑터가 주변 장치 모드를 지원하는 데 중요한 저에너지 컨트롤러 상태를 지원하지 않습니다. 지원되는 최소 필수 상태 마스크는 0x491f7fffff인데 0x1fffffff을(를) 받았습니다. 저에너지 주변 장치 역할 기능을 사용할 수 없습니다.
정보	2018-02-11 오후 5:38:32	BTHUSB	18	없음	Bluetooth 인증 코드(연결 키)를 로컬 어댑터에 저장할 수 없습니다. 시작 시 Bluetooth 키보드가 시스템 BIOS에서 작동하지 않을 수 있습니다.
정보	2018-02-11 오후 5:38:32	MEIx64	2	없음	Intel(R) Management Engine Interface driver has started successfully.
정보	2018-02-11 오후 5:38:31	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎02‎-‎11T05:38:33.005452400Z에서 ‎2018‎-‎02‎-‎11T08:38:31.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-02-11 오후 2:38:33	Microsoft-Windows-Kernel-Power	107	(102)	시스템이 절전 모드에서 다시 시작되었습니다.
정보	2018-02-11 오후 2:38:32	Microsoft-Windows-Kernel-Power	42	(64)	"시스템이 절전 모드로 전환하는 중입니다.

절전 모드 전환 이유: Button or Lid"
정보	2018-02-11 오후 2:35:44	Microsoft-Windows-Power-Troubleshooter	1	없음	"시스템이 저전원 상태에서 복귀되었습니다.

절전 모드 시간: ‎2018‎-‎02‎-‎10T23:07:17.143586100Z
절전 모드 해제 시간: ‎2018‎-‎02‎-‎11T05:35:43.455560000Z

절전 모드 해제 원본: 알 수 없음"
경고	2018-02-11 오후 2:35:44	BTHUSB	34	없음	로컬 어댑터가 주변 장치 모드를 지원하는 데 중요한 저에너지 컨트롤러 상태를 지원하지 않습니다. 지원되는 최소 필수 상태 마스크는 0x491f7fffff인데 0x1fffffff을(를) 받았습니다. 저에너지 주변 장치 역할 기능을 사용할 수 없습니다.
정보	2018-02-11 오후 2:35:44	BTHUSB	18	없음	Bluetooth 인증 코드(연결 키)를 로컬 어댑터에 저장할 수 없습니다. 시작 시 Bluetooth 키보드가 시스템 BIOS에서 작동하지 않을 수 있습니다.
정보	2018-02-11 오후 2:35:43	Microsoft-Windows-Kernel-Boot	27	(33)	부팅 유형은 0x2입니다.
정보	2018-02-11 오후 2:35:43	Microsoft-Windows-Kernel-Boot	25	(32)	부팅 메뉴 정책은 0xBCE2A000입니다.
정보	2018-02-11 오후 2:35:43	Microsoft-Windows-Kernel-Boot	32	(58)	bootmgr에서 사용자 입력을 기다리는 데 0ms를 사용했습니다.
정보	2018-02-11 오후 2:35:43	Microsoft-Windows-Kernel-Boot	18	(57)	이 시스템에는 0x1개의 부팅 옵션이 있습니다.
정보	2018-02-11 오후 2:35:43	Microsoft-Windows-Kernel-Boot	30	(21)	펌웨어가 부팅 메트릭을 보고했습니다.
정보	2018-02-11 오후 2:35:42	MEIx64	2	없음	Intel(R) Management Engine Interface driver has started successfully.
정보	2018-02-11 오후 2:35:42	EventLog	6013	없음	시스템 작동 시간은 394628초입니다.
정보	2018-02-11 오후 2:35:41	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎02‎-‎10T23:07:42.122048500Z에서 ‎2018‎-‎02‎-‎11T05:35:41.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-02-11 오전 8:07:42	Microsoft-Windows-Kernel-Power	107	(102)	시스템이 절전 모드에서 다시 시작되었습니다.
정보	2018-02-11 오전 8:07:33	Microsoft-Windows-Kernel-Power	42	(64)	"시스템이 절전 모드로 전환하는 중입니다.

절전 모드 전환 이유: Hibernate from Sleep - Fixed Timeout"
정보	2018-02-11 오전 8:07:17	Microsoft-Windows-Power-Troubleshooter	1	없음	"시스템이 저전원 상태에서 복귀되었습니다.

절전 모드 시간: ‎2018‎-‎02‎-‎10T23:07:17.143586100Z
절전 모드 해제 시간: ‎2018‎-‎02‎-‎10T23:07:17.143586100Z

절전 모드 해제 원본: S4 최대 절전 모드로 전환"
경고	2018-02-11 오전 8:07:16	BTHUSB	34	없음	로컬 어댑터가 주변 장치 모드를 지원하는 데 중요한 저에너지 컨트롤러 상태를 지원하지 않습니다. 지원되는 최소 필수 상태 마스크는 0x491f7fffff인데 0x1fffffff을(를) 받았습니다. 저에너지 주변 장치 역할 기능을 사용할 수 없습니다.
정보	2018-02-11 오전 8:07:16	BTHUSB	18	없음	Bluetooth 인증 코드(연결 키)를 로컬 어댑터에 저장할 수 없습니다. 시작 시 Bluetooth 키보드가 시스템 BIOS에서 작동하지 않을 수 있습니다.
정보	2018-02-11 오전 8:07:16	MEIx64	2	없음	Intel(R) Management Engine Interface driver has started successfully.
정보	2018-02-11 오전 8:07:15	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎02‎-‎10T20:07:15.695119400Z에서 ‎2018‎-‎02‎-‎10T23:07:15.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-02-11 오전 5:07:15	Microsoft-Windows-Kernel-Power	107	(102)	시스템이 절전 모드에서 다시 시작되었습니다.
정보	2018-02-11 오전 5:07:14	Microsoft-Windows-Kernel-Power	42	(64)	"시스템이 절전 모드로 전환하는 중입니다.

절전 모드 전환 이유: System Idle"
정보	2018-02-11 오전 4:36:54	Microsoft-Windows-Power-Troubleshooter	1	없음	"시스템이 저전원 상태에서 복귀되었습니다.

절전 모드 시간: ‎2018‎-‎02‎-‎10T19:36:27.957639900Z
절전 모드 해제 시간: ‎2018‎-‎02‎-‎10T19:36:52.814317100Z

절전 모드 해제 원본: 장치 -Intel(R) USB 3.0 확장 가능한 호스트 컨트롤러 - 1.0(Microsoft)"
경고	2018-02-11 오전 4:36:52	BTHUSB	34	없음	로컬 어댑터가 주변 장치 모드를 지원하는 데 중요한 저에너지 컨트롤러 상태를 지원하지 않습니다. 지원되는 최소 필수 상태 마스크는 0x491f7fffff인데 0x1fffffff을(를) 받았습니다. 저에너지 주변 장치 역할 기능을 사용할 수 없습니다.
정보	2018-02-11 오전 4:36:52	BTHUSB	18	없음	Bluetooth 인증 코드(연결 키)를 로컬 어댑터에 저장할 수 없습니다. 시작 시 Bluetooth 키보드가 시스템 BIOS에서 작동하지 않을 수 있습니다.
정보	2018-02-11 오전 4:36:52	MEIx64	2	없음	Intel(R) Management Engine Interface driver has started successfully.
정보	2018-02-11 오전 4:36:51	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎02‎-‎10T19:36:31.260642200Z에서 ‎2018‎-‎02‎-‎10T19:36:51.500000000Z(으)로 변경되었습니다.

변경 이유: System time synchronized with the hardware clock."
정보	2018-02-11 오전 4:36:31	Microsoft-Windows-Kernel-Power	107	(102)	시스템이 절전 모드에서 다시 시작되었습니다.
정보	2018-02-11 오전 4:36:30	Microsoft-Windows-Kernel-Power	42	(64)	"시스템이 절전 모드로 전환하는 중입니다.

절전 모드 전환 이유: Button or Lid"
오류	2018-02-11 오전 3:56:58	Microsoft-Windows-DistributedCOM	10016	없음	"응용 프로그램별 권한 설정에서 CLSID가 
{D63B10C5-BB46-4990-A94F-E40B9D520160}
이고 APPID가 
{9CA88EE3-ACB7-47C8-AFC4-AB702511C276}
인 COM 서버 응용 프로그램에 대한 로컬 활성화 사용 권한을 응용 프로그램 컨테이너 사용할 수 없음 SID(사용할 수 없음)에서 실행 중인 주소 LocalHost(LRPC 사용)의 사용자 NT AUTHORITY\LOCAL SERVICE SID(S-1-5-19)에게 부여하지 않았습니다. 구성 요소 서비스 관리 도구를 사용하여 이 보안 권한을 수정할 수 있습니다."
정보	2018-02-10 오후 11:54:40	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\windows.printdialog_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:40	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\windows.miracastview_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:40	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\windows.immersivecontrolpanel_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:40	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.zunevideo_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:39	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.xboxspeechtotextoverlay_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:39	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.xboxidentityprovider_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:39	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.xboxgameoverlay_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:39	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.xboxgamecallableui_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:39	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.xboxapp_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:39	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.xbox.tcui_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:39	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windowssoundrecorder_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:39	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windowsphone_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:39	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windowsmaps_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 4개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:39	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windowsfeedbackhub_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:39	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windowscamera_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:38	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windowsalarms_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:38	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windows.secondarytileexperience_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:38	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windows.sechealthui_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:38	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windows.pinningconfirmationdialog_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:38	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windows.peopleexperiencehost_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:38	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windows.parentalcontrols_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:38	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windows.oobenetworkconnectionflow_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:38	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windows.oobenetworkcaptiveportal_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:38	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windows.holographicfirstrun_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:38	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windows.cloudexperiencehost_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:38	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.windows.apprep.chxapp_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:38	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.wallet_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:37	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.print3d_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:37	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.ppiprojection_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:37	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.people_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:37	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.oneconnect_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:36	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.office.sway_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:36	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.office.onenote_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:36	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.mspaint_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:36	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.microsoftsolitairecollection_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:36	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.microsoft3dviewer_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:36	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.getstarted_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:36	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.gethelp_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:36	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.ecapp_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:35	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.desktopappinstaller_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:35	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.creddialoghost_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:35	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.connectivitystore_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:35	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.commsphone_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:35	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.bioenrollment_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:35	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.bingweather_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:35	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.bingsports_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 3개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:35	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.bingfinance_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:35	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.appconnector_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:35	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.accountscontrol_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:34	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\microsoft.3dbuilder_8wekyb3d8bbwe\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:34	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\keepersecurityinc.keeper_kejf07qmg0jnm\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:34	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\inputapp_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:34	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\f46d4000-fd22-4db4-ac8e-4e1ddde828fe_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:34	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\e2a4f912-2574-4a75-9bb0-0d023378592b_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:34	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\c5e2524a-ea46-4f67-841f-6a9465d9d515_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:34	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\89006a2e.autodesksketchbook_tf1gferkr813w\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:34	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎02‎-‎10T14:54:34.128150600Z에서 ‎2018‎-‎02‎-‎10T14:54:34.128133700Z(으)로 변경되었습니다.

변경 이유: An application or system component changed the time."
정보	2018-02-10 오후 11:54:34	Microsoft-Windows-Time-Service	35	없음	시간 서비스에서 현재 시스템 시간을 참조 ID 1299752500의 시간 원본 time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->52.166.120.77:123)과(와) 동기화하는 중입니다. 현 로컬 계층 수는 3입니다.
정보	2018-02-10 오후 11:54:31	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\613ebcea.polarrphotoeditoracademicedition_jb41c8remg0x2\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:31	Microsoft-Windows-Kernel-General	16	없음	\??\C:\Users\noble\AppData\Local\Packages\1527c705-839a-4832-9118-54d4bd6a0c89_cw5n1h2txyewy\Settings\settings.dat 하이브의 액세스 기록이 삭제되어 키 2개가 업데이트되고 수정된 페이지 1개가 만들어졌습니다.
정보	2018-02-10 오후 11:54:19	Microsoft-Windows-Time-Service	37	없음	시간 제공자NtpClient에서 현재 time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->52.166.120.77:123)로부터 유효한 시간 데이터를 받는 중입니다.
정보	2018-02-10 오후 11:54:18	Microsoft-Windows-Time-Service	158	없음	시간 공급자 'VMICTimeProvider'에서 현재 하드웨어 및 작동 환경이 지원되지 않아 중지되었다고 표시했습니다. 이 동작은 HyperV 게스트가 아닌 환경의 VMICTimeProvider에 필요합니다. 현재 작동 환경의 현재 공급자에 필요한 동작일 수도 있습니다.
정보	2018-02-10 오후 9:51:14	Microsoft-Windows-Kernel-General	1	(5)	"시스템 시간이 ‎2018‎-‎02‎-‎10T12:51:14.936513000Z에서 ‎2018‎-‎02‎-‎10T12:51:14.936475000Z(으)로 변경되었습니다.

변경 이유: An application or system component changed the time."
